prompt,completion
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 c5 8.Ne2 Nc6 9.Be3 O-O 10.h4 cxd4 11.cxd4 Na5 12.Bd3 Nc6 13.Bc4 Na5 14.Bb3 h5 15.O-O Nxb3 16.axb3 e5 17.Bg5 Qd6 18.d5 Bd7 19.Qd2 Rfc8 20.Rfc1 Rxc1+ 21.Rxc1 a5 22.Ra1 b6 23.Be3 Bf6 24.Bg5 Bg7 25.Be3 Bf6 26.Bg5 Bg7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.c4 c5 2.g3 g6 3.Bg2 Bg7 4.Nc3 Nc6 5.Nf3 d6 6.O-O Bf5 7.h3 Nf6 8.d3 O-O 9.a3 a6 10.Rb1 Rb8 11.b4 cxb4 12.axb4 b5 13.cxb5 axb5 14.e4 Be6 15.Bd2 Nd7 16.Kh2 Nde5 17.Nxe5 dxe5 18.Be3 Nd4 19.Nd5 Bxd5 20.exd5 Qd6 21.Qd2 Rfc8 22.Rfc1 e6 23.Bxd4 exd4 24.Rc6 Rxc6 25.dxc6 h5 26.h4 Bf6 27.Kg1 Ra8 28.Qc2 Be7 29.Qc5 Qxc5 30.bxc5 Rb8 31.c7 Rc8 32.Rxb5 Rxc7 33.c6 Kg7 34.Ra5 Bd6 35.Ra8 Kf6 36.Be4 Ke7 37.Kg2 Bc5 38.Kh3 Kd6 39.Kg2 Ra7 40.Rd8+ Ke7 41.Rb8 Rc7 42.Kf1 Kd6 43.Ke2 Ba7 44.Rd8+ Ke7 45.Ra8 Bc5 46.Kd1 Bb4 47.Ke2 Bc3 48.Kf1 Bb4 49.Kg2 Bc3 50.Ra4 Kd6 51.Kh3 Ke7 52.Bg2 Be1 53.Ra2 Bb4 54.g4 hxg4+ 55.Kxg4 Bd6 56.Rb2 Kf6 57.Rb7 Kg7 58.Rb5 f5+ 59.Kh3 g5 60.hxg5 Kg6 61.Rb7 Kxg5 62.Rxc7 Bxc7 63.Bf3 Bd6 64.Bd1 Kf4 65.Kg2 e5 66.Kf1 e4 67.Ke2 Bc7 68.Bb3 Bd6 69.Be6 Bc7 70.Bd7 Bd6 71.Be6 Bc7 72.Bd7 Bd6 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.Nf3 d5 2.g3 g6 3.Bg2 Bg7 4.O-O Nf6 5.c4 d4 6.b4 d3 7.Bb2 dxe2 8.Qxe2 O-O 9.d4 c6 10.Nc3 Bg4 11.h3 Bxf3 12.Bxf3 e6 13.Rfd1 Nbd7 14.a4 Re8 15.Bg2 Qc7 16.Rac1 Rad8 17.Qc2 Bh6 18.Rb1 a6 19.Qb3 e5 20.d5 cxd5 21.Nxd5 Nxd5 22.Rxd5 Nf6 23.Rxd8 Rxd8 24.Re1 Re8 25.c5 Bg7 26.Qc4 e4 27.Bxf6 Bxf6 28.Rxe4 Rd8 29.a5 Kg7 30.h4 Rd1+ 31.Kh2 Rd2 32.Rf4 Be5 33.Rf3 Rd4 34.Qb3 Rxh4+ 35.Kg1 Rd4 36.Rd3 Qe7 37.Bf3 h5 38.Kg2 Rxd3 39.Qxd3 h4 40.gxh4 Qxh4 41.Qe4 Qg5+ 42.Kf1 Qc1+ 43.Kg2 Qg5+ 44.Kf1 Qc1+ 45.Kg2 Qg5+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 c5 5.Bxb4 cxb4 6.a3 bxa3 7.Rxa3 O-O 8.e3 b6 9.Be2 Nc6 10.O-O Nb4 11.Nc3 Bb7 12.Ne5 a5 13.Na2 d6 14.Nxb4 axb4 15.Rxa8 Qxa8 16.Nf3 Qa2 17.Qb1 Ra8 18.Nd2 Ne4 19.Qc2 Nxd2 20.Qxd2 Qb3 21.Bd1 Qxc4 22.Be2 Qb3 23.Bd1 Qc4 24.Be2 Qb3 25.Bd1 Qc4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 h6 5.g3 Nc6 6.Bg2 Bd6 7.O-O O-O 8.b3 b6 9.Nb5 Ba6 10.Nxd6 cxd6 11.cxd5 exd5 12.Ba3 Qd7 13.Rc1 Rac8 14.Re1 Ne7 15.Nd2 Rxc1 16.Qxc1 Rc8 17.Qb1 Bb7 18.Rc1 Rxc1+ 19.Qxc1 Ba6 20.e3 Bb5 21.Qc2 a5 22.h3 Ba6 23.g4 b5 24.Bb2 b4 25.a3 Qc6 26.Qxc6 Nxc6 27.axb4 axb4 28.f3 Na5 29.Bf1 Bxf1 30.Kxf1 Kf8 31.Ke2 Ke7 32.Kd3 Ke6 33.Kc2 Nh7 34.h4 g5 35.h5 f5 36.Nf1 fxg4 37.fxg4 Nf6 38.Nh2 Kd7 39.Bc1 Kc6 40.Bd2 Kb5 41.Be1 Nc6 42.Kd3 Ne7 43.Kc2 Neg8 44.Kd3 Ne4 45.Kc2 Ngf6 46.Kd3 Nc3 47.Bxc3 bxc3 48.Kxc3 Ka5 49.Kc2 Kb4 50.Kb2 Ne4 51.Nf3 Nf6 52.Nh2 Ne4 53.Nf3 Nf6 54.Nh2 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 g6 5.Nf3 Bg7 6.Be3 cxd4 7.cxd4 Qa5+ 8.Nc3 Nh6 9.Bc4 Nf5 10.O-O O-O 11.Qb3 Nc6 12.d5 Ne5 13.Nxe5 Bxe5 14.Ne4 Nxe3 15.fxe3 Qb6 16.d6 e6 17.Rad1 Bd7 18.Qxb6 axb6 19.Nf6+ Bxf6 20.Rxf6 Ra5 21.Bb3 Kg7 22.Rf4 Rc8 23.Rb4 Rb5 24.Rxb5 Bxb5 25.e4 Kf6 26.a4 Ba6 27.Kf2 Ke5 28.Ke3 Rd8 29.d7 Kf6 30.Rd6 Ke7 31.e5 Rxd7 32.Rxd7+ Kxd7 33.Kd4 Bf1 34.g3 Ke7 35.Bd1 Bg2 36.h4 f5 37.b4 h6 38.b5 Bd5 39.Ke3 g5 40.h5 Kf7 41.Kd4 f4 42.gxf4 gxf4 43.Kd3 Ke7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.Qc2 Bb4+ 6.Bd2 Bxd2+ 7.Nbxd2 d5 8.Bg2 O-O 9.O-O Nbd7 10.Ne5 c5 11.Nxd7 Qxd7 12.cxd5 Nxd5 13.dxc5 Rac8 14.Nb3 bxc5 15.Rfd1 c4 16.Nd4 c3 17.Nf5 Qb5 18.bxc3 Rxc3 19.Ne7+ Kh8 20.Qd2 Qxe2 21.Nxd5 Qxd2 22.Rxd2 exd5 23.Bxd5 g6 24.Bb3 Bc4 25.Rd7 Bxb3 26.axb3 Rxb3 27.Raxa7 Kg7 28.Kg2 h5 29.h4 Rb6 30.Rd3 Rf6 31.Rf3 Rxf3 32.Kxf3 Rb8 33.Ra3 Kf6 34.Ra6+ Kg7 35.Ra3 Kf6 36.Ra6+ Kg7 37.Ra3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bg5 Ne4 5.Nxe4 dxe4 6.Qd2 Bg7 7.e3 c5 8.d5 Nd7 9.Ne2 Ne5 10.Nc3 f5 11.Be2 Nf7 12.Bh4 O-O 13.f3 exf3 14.gxf3 Qd6 15.Bg3 e5 16.O-O-O Bd7 17.Kb1 a6 18.e4 f4 19.Bf2 Rab8 20.h4 b5 21.Rc1 Rfc8 22.Ka1 Bf8 23.Nd1 a5 24.cxb5 Bxb5 25.Bxb5 Rxb5 26.Nc3 Rb4 27.Rc2 c4 28.Rhc1 a4 29.a3 Rb3 30.Qe2 Qa6 31.Nb1 Nd6 32.Nd2 Nb5 33.d6 Nxd6 34.Qf1 Rb7 35.Qh3 Re8 36.h5 g5 37.Bc5 Rc7 38.Bxd6 Qxd6 39.Rxc4 Rxc4 40.Nxc4 Qe6 41.Qg2 Be7 42.Nd2 Kg7 43.Nb1 Kh6 44.Rc7 Rc8 45.Rxc8 Qxc8 46.Qg4 Qc4 47.Qf5 Bc5 48.Qxe5 Bd4 49.Qd6+ Kxh5 50.Qd7 Kg6 51.Qf5+ Kh6 52.Qh3+ Kg7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.c4 Nf6 2.Nc3 e5 3.Nf3 Nc6 4.e4 Bb4 5.d3 d6 6.Be2 Bg4 7.a3 Bc5 8.b4 Bb6 9.Be3 Bxf3 10.Bxf3 Nd4 11.Na4 Nxf3+ 12.Qxf3 Bxe3 13.Qxe3 O-O 14.O-O Re8 15.Nc3 a5 16.b5 c6 17.Rab1 d5 18.Na4 Qe7 19.bxc6 bxc6 20.cxd5 cxd5 21.Nb6 Rad8 22.Rb5 Qxa3 23.exd5 e4 24.dxe4 Qxe3 25.fxe3 Rxe4 26.Rxa5 Rb4 27.Ra8 Rxa8 28.Nxa8 Nxd5 29.Rd1 Rb8 30.Rxd5 Rxa8 31.Kf2 Kf8 32.Kf3 h6 33.Kf2 Ra2+ 34.Kf3 Ra8 35.Kf2 Ra2+ 36.Kf3 Ra8 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d5 9.exd5 Nxd5 10.Nxe5 Nxe5 11.Rxe5 c6 12.d3 Bd6 13.Re1 Bf5 14.Qf3 Qh4 15.g3 Qh3 16.Be3 Bxd3 17.Nd2 Qf5 18.Bd4 Rae8 19.Kg2 Qxf3+ 20.Kxf3 Re6 21.Rac1 h6 22.Kg2 Rg6 23.Ne4 Nf4+ 24.Kf3 Bxe4+ 25.Rxe4 Nd3 26.Rd1 Nxb2 27.Rd2 Ba3 28.Bb6 Rd6 29.Rxd6 Bxd6 30.Re2 Nd3 31.Rd2 Ne5+ 32.Kg2 Be7 33.f4 Nc4 34.Bxc4 bxc4 35.Rd7 Bf6 36.Rc7 Bxc3 37.Rxc6 Rb8 38.a4 Bb2 39.Ba5 c3 40.Bxc3 Bxc3 41.Rxc3 Rb4 42.a5 Rb5 43.Ra3 Rb2+ 44.Kh3 f5 45.Rc3 Rb5 46.Ra3 g5 47.fxg5 hxg5 48.Kg2 Kg7 49.h4 g4 50.Rc3 Rxa5 51.Rc6 Ra2+ 52.Kg1 a5 53.Ra6 a4 54.Kh1 Kf7 55.Kg1 Ra1+ 56.Kg2 Ra3 57.Kh2 Ra2+ 58.Kg1 Ke7 59.Kh1 a3 60.Kg1 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Nb8 10.d4 Nbd7 11.c4 c6 12.Nc3 b4 13.Na4 c5 14.d5 Re8 15.Bc2 Nf8 16.a3 a5 17.b3 Ng6 18.Nb2 Bd7 19.Nh2 h6 20.Nf1 Nh7 21.Ne3 Bg5 22.axb4 axb4 23.Rxa8 Qxa8 24.Nf5 Bxc1 25.Qxc1 Bxf5 26.exf5 Ngf8 27.Nd1 Nf6 28.f3 Qa2 29.g4 Ra8 30.Nf2 Qa3 31.Qb1 Qa2 32.Qc1 Qa3 33.Qb1 Qa2 34.Qc1 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 Be7 6.Bd3 Nf6 7.O-O O-O 8.h3 Re8 9.Nc3 Nbd7 10.Re1 Nf8 11.d5 c6 12.Bf4 Bd7 13.Bc4 Ng6 14.Bg3 Rc8 15.dxc6 Bxc6 16.Bb3 d5 17.Qd3 Qb6 18.Nxd5 Bxd5 19.Bxd5 Nxd5 20.Qxd5 Qxb2 21.Rab1 Qxc2 22.Rxb7 Red8 23.Qb3 Qxb3 24.axb3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 d5 2.exd5 Nf6 3.d4 Bg4 4.Nf3 Nxd5 5.h3 Bxf3 6.Qxf3 c6 7.Be2 g6 8.O-O Bg7 9.Rd1 O-O 10.c4 Nc7 11.Qe4 f5 12.Qe3 Kh8 13.Nc3 Nd7 14.b3 Qe8 15.f4 Qf7 16.Bb2 Rad8 17.Bf3 Bf6 18.Rd2 Qg7 19.Rad1 g5 20.Ne2 Rg8 21.Kf1 h6 22.Ng3 Qg6 23.Qd3 gxf4 24.Nh5 Nc5 25.Qc2 Ne4 26.Re2 Ng3+ 27.Nxg3 fxg3 28.d5 cxd5 29.cxd5 Bxb2 30.Qxb2+ Qg7 31.Qc1 Rd7 32.Rde1 Rf8 33.Re5 Nb5 34.Qc5 Nd6 35.Qxa7 Ne4 36.Qd4 e6 37.Rd1 exd5 38.Rxd5 Rxd5 39.Qxg7+ Kxg7 40.Rxd5 Kf6 41.Bxe4 fxe4 42.Ke2 Ke6 43.Rd4 Rf2+ 44.Ke3 Rxg2 45.Rxe4+ Kd5 46.Rd4+ Ke5 47.Re4+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Nd5 Be7 10.Bxf6 Bxf6 11.c3 Bg5 12.Nc2 Rb8 13.Be2 O-O 14.O-O Kh8 15.Bg4 Bb7 16.Ncb4 Nxb4 17.cxb4 g6 18.a4 bxa4 19.Rxa4 Bc6 20.Be2 Bxa4 21.Qxa4 f5 22.exf5 Rxf5 23.Bd3 Rf8 24.Qxa6 Bd2 25.Qc4 Qc8 26.Qe4 Bxb4 27.Nxb4 Rf4 28.Qc6 Rfxb4 29.Qxd6 Qf8 30.Qxe5+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be2 a6 7.Nxc6 Qxc6 8.Be3 b5 9.Bf3 Bb7 10.Qd4 Qd6 11.Qxd6 Bxd6 12.O-O-O Be5 13.Bd4 d6 14.Be2 Nf6 15.f3 Ke7 16.a3 g5 17.Kb1 Rhg8 18.a4 b4 19.Na2 Bxd4 20.Rxd4 a5 21.c3 bxc3 22.Nxc3 d5 23.exd5 Nxd5 24.Nxd5+ Bxd5 25.Rc1 Kf6 26.Bc4 Bb7 27.b4 axb4 28.Bb3 Ra5 29.Rxb4 Ba8 30.Kb2 h5 31.h3 Re5 32.Rc2 h4 33.Rb5 Rd8 34.Rxe5 Kxe5 35.a5 Kf4 36.Rc7 Bd5 37.Rxf7+ Kg3 38.Bxd5 Rxd5 39.a6 Kxg2 40.a7 Ra5 41.Kc3 Kxh3 42.Rg7 g4 43.fxg4 Kg3 44.Kb4 Ra6 45.Kb5 Ra1 46.Kb6 h3 47.g5 h2 48.Rh7 Rb1+ 49.Kc7 Rc1+ 50.Kb7 Rb1+ 51.Kc7 Ra1 52.Kb7 Rb1+ 53.Kc7 Ra1 54.Kb7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.O-O d6 5.c3 Nf6 6.d3 O-O 7.Bb3 Be6 8.Nbd2 Bxb3 9.axb3 a6 10.b4 Ba7 11.Nc4 Re8 12.Be3 Bxe3 13.fxe3 b5 14.Ncd2 a5 15.bxa5 Nxa5 16.Nh4 Nc6 17.Rxa8 Qxa8 18.Nf5 Ne7 19.Nh6+ Kf8 20.Qb3 d5 21.Qxb5 Rb8 22.Qc5 Rxb2 23.Nf5 Qd8 24.Nf3 g6 25.Nxe7 Qxe7 26.Qxe7+ Kxe7 27.Nxe5 dxe4 28.Nc6+ Ke6 29.Nd4+ Ke5 30.Nc6+ Ke6 31.Nd4+ Ke7 32.Nc6+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.Nc3 d5 2.d4 Nf6 3.Bf4 a6 4.e3 Bf5 5.Bd3 Bxd3 6.cxd3 e6 7.Nf3 Bd6 8.Bg5 Nbd7 9.O-O h6 10.Bh4 O-O 11.e4 Be7 12.Qb3 Nb6 13.Rac1 c6 14.Rfe1 Rc8 15.h3 Nfd7 16.Bg3 Re8 17.a3 Bf8 18.Qa2 Nf6 19.b4 Ra8 20.Qb2 Nh5 21.Bh2 Nf6 22.Red1 Qe7 23.Nd2 Rec8 24.Nb3 Nfd7 25.Re1 Qd8 26.Nc5 Ra7 27.a4 Nxc5 28.dxc5 Nd7 29.exd5 exd5 30.d4 b6 31.b5 axb5 32.axb5 bxc5 33.bxc6 Rxc6 34.Nxd5 Rg6 35.Qb5 Ra5 36.Qb7 Ra2 37.Bc7 Qa8 38.Qxa8 Rxa8 39.Ne7+ Bxe7 40.Rxe7 Nf6 41.dxc5 Nd5 42.Rd7 Rc6 43.Rxd5 Rxc7 44.c6 Rac8 45.Rdc5 Kf8 46.Kh2 Ke7 47.R5c3 Kd6 48.Rg3 g5 49.Rf3 Ke7 50.Rfc3 Kd6 51.Kg3 f5 52.h4 Rxc6 53.Rxc6+ Rxc6 54.Rxc6+ Kxc6 55.hxg5 hxg5 56.f4 g4 57.Kh4 Kd5 58.Kg5 Ke4 59.g3 Kf3 60.Kxf5 Kxg3 61.Ke5 Kh2 62.f5 g3 63.f6 g2 64.f7 g1=Q 65.f8=Q Qg3+ 66.Qf4 Qxf4+ 67.Kxf4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.d3 b5 7.Bb3 d6 8.a3 Na5 9.Ba2 c5 10.Nc3 Be6 11.Nh4 O-O 12.Nf5 Bxf5 13.exf5 d5 14.Qf3 c4 15.Bg5 e4 16.dxe4 dxe4 17.Qh3 Qc7 18.Rae1 Rfe8 19.Bb1 Rad8 20.Bxf6 Bxf6 21.Nxe4 Bxb2 22.f6 Qd7 23.Qg3 g6 24.Qe3 Rxe4 25.Qxe4 Bxf6 26.a4 b4 27.Qf3 Qc6 28.Qxc6 Nxc6 29.Re4 Nd4 30.Rfe1 Kf8 31.Kf1 b3 32.c3 Nc2 33.Bxc2 bxc2 34.Rc1 Rd1+ 35.Re1 Rd2 36.Re2 Rd1+ 37.Re1 Rd2 38.Re2 Rd1+ 39.Re1 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 e6 2.c4 Bb4+ 3.Bd2 Bxd2+ 4.Qxd2 d5 5.Nc3 Nf6 6.Nf3 O-O 7.e3 Qe7 8.Rc1 Rd8 9.cxd5 exd5 10.Bd3 Nc6 11.Bb5 Rd6 12.Bxc6 Rxc6 13.Ne5 Re6 14.f3 b6 15.O-O Bb7 16.Rfe1 h6 17.Ne2 c5 18.Nf4 Rd6 19.dxc5 bxc5 20.Ned3 c4 21.Nb4 Rad8 22.Nc2 Nd7 23.Nd4 Ne5 24.Rc3 Ra6 25.b3 Rb6 26.Rd1 Re8 27.Nc2 Qf6 28.Ne1 a5 29.Qd4 Rb5 30.Nh5 Qg5 31.Ng3 Nc6 32.Qf4 Qxf4 33.exf4 Nb4 34.bxc4 dxc4 35.Rxc4 Nxa2 36.Ne4 Bd5 37.Rc5 Rxc5 38.Nxc5 Nc3 39.Ra1 a4 40.Ned3 Bb3 41.Ra3 Nb5 42.Ra1 Nd4 43.Nb2 a3 44.Nbd3 Ra8 45.Nxb3 Nxb3 46.Ra2 Rd8 47.Ne1 Rd1 48.Kf2 Ra1 49.Rxa1 Nxa1 50.Ke2 a2 51.Kd3 Nb3 52.Nc2 f5 53.Kc3 Nc1 54.Kd2 Nb3+ 55.Kc3 Nc1 56.Kd2 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Bb4 5.cxd5 exd5 6.Bf4 Ne4 7.Rc1 Nc6 8.e3 g5 9.Bg3 h5 10.h4 Nxg3 11.fxg3 gxh4 12.Bb5 Qd6 13.gxh4 Qg3+ 14.Kf1 Rg8 15.Rg1 Bxc3 16.Rxc3 Bd7 17.Rc5 a6 18.Ba4 Qd6 19.Bxc6 Bxc6 20.Ne5 Bb5+ 21.Ke1 O-O-O 22.Kd2 Rde8 23.Qxh5 f6 24.Nf3 Qg3 25.Qf5+ Kb8 26.Qf4 Qf2+ 27.Kc1 Qxe3+ 28.Qxe3 Rxe3 29.Re1 Rxe1+ 30.Nxe1 Rg4 31.Rxd5 Rxh4 32.Rf5 Rxd4 33.Rxf6 Rg4 34.Rf2 Bc6 35.Nf3 Bd5 36.a3 b5 37.Kd2 Kb7 38.Ne5 Rxg2 39.Rxg2 Bxg2 40.b4 a5 41.Kc3 axb4+ 42.axb4 Kb6 43.Kd4 Bh3 44.Nd3 Kc6 45.Ke5 Bg4 46.Nc5 Bh3 47.Nb3 Kb6 48.Nc5 Kc6 49.Nb3 Kb6 50.Nc5 Kc6 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 a6 5.cxd5 cxd5 6.Bf4 Nc6 7.e3 Bg4 8.Bd3 e6 9.O-O Bd6 10.Bxd6 Qxd6 11.a3 O-O 12.Rc1 b5 13.b4 Rac8 14.Be2 e5 15.dxe5 Nxe5 16.Nxe5 Qxe5 17.Bxg4 Rxc3 18.Bf3 Rxa3 19.Qd2 Ne4 20.Bxe4 dxe4 21.Rc5 Qe6 22.Rd5 h6 23.Rc1 Ra4 24.h3 Rxb4 25.Rd6 Qb3 26.Rxa6 Rc4 27.Rxc4 Qxc4 28.Rb6 Ra8 29.Qb2 Ra2 30.Qxb5 Ra1+ 31.Kh2 Qc7+ 32.g3 Ra8 33.Rb7 Qd8 34.Qf5 Qe8 35.Qd7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 d5 2.Nf3 Nf6 3.c4 e6 4.Nc3 Nbd7 5.Bf4 c6 6.e3 Nh5 7.Bg5 Be7 8.Bxe7 Qxe7 9.Bd3 O-O 10.Qc2 Nhf6 11.cxd5 exd5 12.g4 Re8 13.h3 Nb6 14.O-O-O Be6 15.Ng5 h6 16.Nxe6 Qxe6 17.Bf5 Qe7 18.h4 Ne4 19.Bxe4 dxe4 20.g5 h5 21.g6 Nd5 22.gxf7+ Qxf7 23.Nxe4 Nb4 24.Ng5 Nxc2 25.Nxf7 Nxe3 26.fxe3 Kxf7 27.Rdf1+ Kg8 28.Kd2 Re4 29.Rf5 Rae8 30.Rh3 g6 31.Rf6 Kg7 32.Rd6 R8e7 33.Kd3 Rg4 34.b4 Rg2 35.a4 a6 36.b5 axb5 37.axb5 cxb5 38.Rb6 Ra2 39.Rg3 Ra3+ 40.Kd2 Ra2+ 41.Kd3 Ra3+ 42.Kd2 Ra2+ 43.Kd3 Ra3+ 44.Kd2 Ra2+ 45.Kc3 Ra3+ 46.Kb4 Raxe3 47.Rgxg6+ Kf7 48.Rgf6+ Ke8 49.Rxb5 R3e4 50.Rxh5 Rxd4+ 51.Kc5 Rde4 52.Rff5 Kd7 53.Kb5 Kc7 54.Rc5+ Kb8 55.Rc4 Rxc4 56.Kxc4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 Ng4 7.Bg5 h6 8.Bh4 g5 9.Bg3 Bg7 10.h3 Ne5 11.f3 Nbc6 12.Bf2 e6 13.Qd2 Na5 14.b3 Bd7 15.O-O-O b5 16.Kb1 Rc8 17.Nce2 Nac4 18.bxc4 Nxc4 19.Qb4 a5 20.Qb3 b4 21.Kc1 O-O 22.Ng3 Na3 23.Bd3 Rc3 24.Qb2 Ba4 25.Rd2 Qc7 26.Nge2 Rxd3 27.Rxd3 Bxc2 28.Rc3 bxc3 29.Qxa3 Rb8 30.Nxc2 Qb7 31.Kd1 Qb1+ 32.Nc1 d5 33.exd5 Rd8 34.Qb3 Rxd5+ 35.Ke2 Rd2+ 36.Ke3 Qxc2 37.Qxc2 Rxc2 38.Rd1 a4 39.g4 Kh7 40.Be1 f5 41.Kd3 Rh2 42.gxf5 exf5 43.Bxc3 Bxc3 44.Kxc3 Rxh3 45.Rd3 h5 46.Kd4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.c4 e5 2.g3 Nf6 3.Bg2 d5 4.cxd5 Nxd5 5.Nc3 Nb6 6.Nf3 Nc6 7.O-O Be7 8.d3 O-O 9.Be3 Be6 10.Rc1 Nd5 11.Nxd5 Bxd5 12.Qc2 Re8 13.a3 Qd7 14.Nd2 Rad8 15.Bxd5 Qxd5 16.Qc4 a5 17.Rc2 f5 18.Rfc1 Qxc4 19.Rxc4 Rd5 20.R1c2 Bd6 21.Kg2 f4 22.Bc5 b5 23.R4c3 Nd4 24.Bxd4 exd4 25.Rc6 fxg3 26.hxg3 Rxe2 27.Kf3 Re6 28.Ne4 a4 29.Ra6 Re8 30.Ra7 h5 31.Kg2 Rf8 32.Rb7 Kh7 33.f4 h4 34.Nxd6 Rxd6 35.Rxb5 hxg3 36.Kxg3 Rdf6 37.Rh2+ Kg8 38.Rbh5 Re6 39.Kg4 Re3 40.R2h3 Rxh3 41.Rxh3 Re8 42.Rh5 Re3 43.Rc5 Rxd3 44.Rxc7 Rd1 45.Rd7 Rd2 46.Rb7 d3 47.Kf3 Rh2 48.Ke3 d2 49.Rd7 d1=N+ 50.Rxd1 Rxb2 51.Ke4 Rb3 52.Rd3 Rxd3 53.Kxd3 Kf7 54.Ke4 Kf6 55.f5 g6 56.fxg6 Kxg6 57.Kd5 Kf6 58.Kc6 Ke6 59.Kb5 Kd6 60.Kxa4 Kc7 61.Kb5 Kb8 62.Ka6 Ka8 63.Kb6 Kb8 64.a4 Ka8 65.a5 Kb8 66.a6 Ka8 67.a7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.e3 Bf5 5.Nc3 e6 6.Nh4 Bg6 7.Nxg6 hxg6 8.Bd2 Nbd7 9.a3 Be7 10.Qc2 O-O 11.Be2 dxc4 12.Bxc4 c5 13.dxc5 Nxc5 14.O-O Rc8 15.Rfd1 Qc7 16.Rac1 Rfd8 17.Be2 Nce4 18.Be1 Nxc3 19.Qxc3 Rxd1 20.Bxd1 Qxc3 21.Rxc3 Rxc3 22.Bxc3 Ne4 23.Be1 g5 24.Kf1 b6 25.Ke2 Bf6 26.Bc2 Nd6 27.b3 Kf8 28.Bd3 Ke7 29.g4 Bb2 30.a4 f6 31.b4 e5 32.f3 Bc1 33.Bc3 Kd8 34.b5 Ba3 35.Bd2 Ke7 36.f4 gxf4 37.exf4 exf4 38.Bxf4 g5 39.Bxd6+ 
